HKKOOD	SAP_HKKOOD	NIMETUS	HIND	HULK	ALATES_KUUP	KUNI_KUUP	PA_HM	HKLIIK	AMB_STATS	HAMB_TUNNUS			
5463	000000000000005463	Kahe kanaliga hamba juurekanali avamine ja laiendamine	44,63		1.01.2015	31.12.2015	H	HAMBARAVI	13				
5463	000000000000005463	Kahe kanaliga hamba juurekanali avamine ja laiendamine	47,23		1.01.2016	31.12.2016	H	HAMBARAVI	13				
5464	000000000000005464	Kolme või enama kanaliga hamba juurekanali avamine ja laiendamine	34,58		1.07.2003	31.12.2004	H	HAMBARAVI	13				
5464	000000000000005464	Kolme või enama kanaliga hamba juurekanali avamine ja laiendamine	38,03		1.01.2005	31.12.2005	H	HAMBARAVI	13				
5464	000000000000005464	Kolme või enama kanaliga hamba juurekanali avamine ja laiendamine	38,03		1.01.2006	31.12.2006	H	HAMBARAVI	13				
5464	000000000000005464	Kolme või enama kanaliga hamba juurekanali avamine ja laiendamine	43,84		1.01.2007	31.12.2007	H	HAMBARAVI	13				
5464	000000000000005464	Kolme või enama kanaliga hamba juurekanali avamine ja laiendamine	47,17		1.01.2008	30.06.2009	H	HAMBARAVI	13				
5464	000000000000005464	Kolme või enama kanaliga hamba juurekanali avamine ja laiendamine	47,81		1.07.2009	31.12.2010	H	HAMBARAVI	13				
5464	000000000000005464	Kolme või enama kanaliga hamba juurekanali avamine ja laiendamine	47,80		1.01.2011	28.02.2013	H	HAMBARAVI	13				
5464	000000000000005464	Kolme või enama kanaliga hamba juurekanali avamine ja laiendamine	49,64		1.03.2013	31.12.2013	H	HAMBARAVI	13				
5464	000000000000005464	Kolme või enama kanaliga hamba juurekanali avamine ja laiendamine	51,61		1.01.2014	31.12.2014	H	HAMBARAVI	13				
5464	000000000000005464	Kolme või enama kanaliga hamba juurekanali avamine ja laiendamine	55,06		1.01.2015	31.12.2015	H	HAMBARAVI	13				
5464	000000000000005464	Kolme või enama kanaliga hamba juurekanali avamine ja laiendamine	58,52		1.01.2016	31.12.2016	H	HAMBARAVI	13				
5465	000000000000005465	Ravimivahetus juurekanalites	10,55		1.07.2003	31.12.2004	H	HAMBARAVI	13				
5465	000000000000005465	Ravimivahetus juurekanalites	11,63		1.01.2005	31.12.2005	H	HAMBARAVI	13				
5465	000000000000005465	Ravimivahetus juurekanalites	11,63		1.01.2006	31.12.2006	H	HAMBARAVI	13				
5465	000000000000005465	Ravimivahetus juurekanalites	14,44		1.01.2007	31.12.2007	H	HAMBARAVI	13				
5465	000000000000005465	Ravimivahetus juurekanalites	17,58		1.01.2008	30.06.2009	H	HAMBARAVI	13				
5465	000000000000005465	Ravimivahetus juurekanalites	17,90		1.07.2009	31.12.2010	H	HAMBARAVI	13				
5465	000000000000005465	Ravimivahetus juurekanalites	17,90		1.01.2011	28.02.2013	H	HAMBARAVI	13				
5465	000000000000005465	Ravimivahetus juurekanalites	18,82		1.03.2013	31.12.2013	H	HAMBARAVI	13				
5465	000000000000005465	Ravimivahetus juurekanalites	19,82		1.01.2014	31.12.2014	H	HAMBARAVI	13				
5465	000000000000005465	Ravimivahetus juurekanalites	21,54		1.01.2015	31.12.2015	H	HAMBARAVI	13				
5465	000000000000005465	Ravimivahetus juurekanalites	23,28		1.01.2016	31.12.2016	H	HAMBARAVI	13				
5466	000000000000005466	Juurekanali täitmine ühe kanaliga hambal	8,50		1.07.2003	31.12.2004	H	HAMBARAVI	13				
5466	000000000000005466	Juurekanali täitmine ühe kanaliga hambal	9,33		1.01.2005	31.12.2005	H	HAMBARAVI	13				
5466	000000000000005466	Juurekanali täitmine ühe kanaliga hambal	9,33		1.01.2006	31.12.2006	H	HAMBARAVI	13				
5466	000000000000005466	Juurekanali täitmine ühe kanaliga hambal	12,02		1.01.2007	31.12.2007	H	HAMBARAVI	13				
5466	000000000000005466	Juurekanali täitmine ühe kanaliga hambal	14,83		1.01.2008	30.06.2009	H	HAMBARAVI	13				
5466	000000000000005466	Juurekanali täitmine ühe kanaliga hambal	15,15		1.07.2009	31.12.2010	H	HAMBARAVI	13				
5466	000000000000005466	Juurekanali täitmine ühe kanaliga hambal	15,15		1.01.2011	28.02.2013	H	HAMBARAVI	13				
5466	000000000000005466	Juurekanali täitmine ühe kanaliga hambal	16,07		1.03.2013	31.12.2013	H	HAMBARAVI	13				
5466	000000000000005466	Juurekanali täitmine ühe kanaliga hambal	17,07		1.01.2014	31.12.2014	H	HAMBARAVI	13				
5466	000000000000005466	Juurekanali täitmine ühe kanaliga hambal	18,80		1.01.2015	31.12.2015	H	HAMBARAVI	13				
5466	000000000000005466	Juurekanali täitmine ühe kanaliga hambal	20,54		1.01.2016	31.12.2016	H	HAMBARAVI	13				
5467	000000000000005467	Juurekanalite täitmine kahe kanaliga hambal	12,91		1.07.2003	31.12.2004	H	HAMBARAVI	13				
5467	000000000000005467	Juurekanalite täitmine kahe kanaliga hambal	14,19		1.01.2005	31.12.2005	H	HAMBARAVI	13				
5467	000000000000005467	Juurekanalite täitmine kahe kanaliga hambal	14,19		1.01.2006	31.12.2006	H	HAMBARAVI	13				
5467	000000000000005467	Juurekanalite täitmine kahe kanaliga hambal	18,28		1.01.2007	31.12.2007	H	HAMBARAVI	13				
5467	000000000000005467	Juurekanalite täitmine kahe kanaliga hambal	22,50		1.01.2008	30.06.2009	H	HAMBARAVI	13				
5467	000000000000005467	Juurekanalite täitmine kahe kanaliga hambal	22,94		1.07.2009	31.12.2010	H	HAMBARAVI	13				
5467	000000000000005467	Juurekanalite täitmine kahe kanaliga hambal	22,94		1.01.2011	28.02.2013	H	HAMBARAVI	13				
5467	000000000000005467	Juurekanalite täitmine kahe kanaliga hambal	24,32		1.03.2013	31.12.2013	H	HAMBARAVI	13				
5467	000000000000005467	Juurekanalite täitmine kahe kanaliga hambal	25,81		1.01.2014	31.12.2014	H	HAMBARAVI	13				
5467	000000000000005467	Juurekanalite täitmine kahe kanaliga hambal	28,39		1.01.2015	31.12.2015	H	HAMBARAVI	13				
5467	000000000000005467	Juurekanalite täitmine kahe kanaliga hambal	30,99		1.01.2016	31.12.2016	H	HAMBARAVI	13				
5468	000000000000005468	Juurekanalite täitmine kolme kanaliga hambal	17,32		1.07.2003	31.12.2004	H	HAMBARAVI	13				
5468	000000000000005468	Juurekanalite täitmine kolme kanaliga hambal	19,05		1.01.2005	31.12.2005	H	HAMBARAVI	13				
5468	000000000000005468	Juurekanalite täitmine kolme kanaliga hambal	19,05		1.01.2006	31.12.2006	H	HAMBARAVI	13				
5468	000000000000005468	Juurekanalite täitmine kolme kanaliga hambal	24,35		1.01.2007	31.12.2007	H	HAMBARAVI	13				
5468	000000000000005468	Juurekanalite täitmine kolme kanaliga hambal	29,97		1.01.2008	30.06.2009	H	HAMBARAVI	13				
5468	000000000000005468	Juurekanalite täitmine kolme kanaliga hambal	30,61		1.07.2009	31.12.2010	H	HAMBARAVI	13				
5468	000000000000005468	Juurekanalite täitmine kolme kanaliga hambal	30,61		1.01.2011	28.02.2013	H	HAMBARAVI	13				
5468	000000000000005468	Juurekanalite täitmine kolme kanaliga hambal	32,45		1.03.2013	31.12.2013	H	HAMBARAVI	13				
5468	000000000000005468	Juurekanalite täitmine kolme kanaliga hambal	34,42		1.01.2014	31.12.2014	H	HAMBARAVI	13				
5468	000000000000005468	Juurekanalite täitmine kolme kanaliga hambal	37,87		1.01.2015	31.12.2015	H	HAMBARAVI	13				
5468	000000000000005468	Juurekanalite täitmine kolme kanaliga hambal	41,33		1.01.2016	31.12.2016	H	HAMBARAVI	13				
5469	000000000000005469	Juurekanalite täitmine nelja kanaliga hambal	21,73		1.07.2003	31.12.2004	H	HAMBARAVI	13				
5469	000000000000005469	Juurekanalite täitmine nelja kanaliga hambal	23,90		1.01.2005	31.12.2005	H	HAMBARAVI	13				
5469	000000000000005469	Juurekanalite täitmine nelja kanaliga hambal	23,90		1.01.2006	31.12.2006	H	HAMBARAVI	13				
5469	000000000000005469	Juurekanalite täitmine nelja kanaliga hambal	30,55		1.01.2007	31.12.2007	H	HAMBARAVI	13				
5469	000000000000005469	Juurekanalite täitmine nelja kanaliga hambal	37,52		1.01.2008	30.06.2009	H	HAMBARAVI	13				
5469	000000000000005469	Juurekanalite täitmine nelja kanaliga hambal	38,28		1.07.2009	31.12.2010	H	HAMBARAVI	13				
5469	000000000000005469	Juurekanalite täitmine nelja kanaliga hambal	38,28		1.01.2011	28.02.2013	H	HAMBARAVI	13				
5469	000000000000005469	Juurekanalite täitmine nelja kanaliga hambal	40,58		1.03.2013	31.12.2013	H	HAMBARAVI	13				
5469	000000000000005469	Juurekanalite täitmine nelja kanaliga hambal	43,04		1.01.2014	31.12.2014	H	HAMBARAVI	13				
5469	000000000000005469	Juurekanalite täitmine nelja kanaliga hambal	47,34		1.01.2015	31.12.2015	H	HAMBARAVI	13				
5469	000000000000005469	Juurekanalite täitmine nelja kanaliga hambal	51,66		1.01.2016	31.12.2016	H	HAMBARAVI	13				
5999	000000000000005999	Hambaproteesi rahaline hüvitis	127,82		1.01.2003	31.12.2006	H	HAMBAPROTEESID	11				
5999	000000000000005999	Hambaproteesi rahaline hüvitis	255,65		1.01.2007	31.12.2010	H	HAMBAPROTEESID	11				
5999	000000000000005999	Hambaproteesi rahaline hüvitis	255,65		1.01.2011		H	HAMBAPROTEESID	11				
6001	000000000000006001	Sonograafiline Uuring	6,71		1.01.1998	30.06.2003	P	UURINGUD JA PROTSEDUURID	13				
6001	000000000000006001	Sonograafiline Uuring	8,31		1.07.2003	31.12.2004	P	UURINGUD JA PROTSEDUURID	13				
6001	000000000000006001	Sonograafiline Uuring	9,14		1.01.2005	31.12.2005	P	UURINGUD JA PROTSEDUURID	13				
6001	000000000000006001	Sonograafiline Uuring	9,14		1.01.2006	31.12.2006	P	UURINGUD JA PROTSEDUURID	13				
6001	000000000000006001	Sonograafiline Uuring	9,33		1.01.2007	31.12.2007	P	UURINGUD JA PROTSEDUURID	13				
6001	000000000000006001	Sonograafiline Uuring	9,59		1.01.2008	30.06.2009	P	UURINGUD JA PROTSEDUURID	13				
6002	000000000000006002	Vaginaalne Või Rektaalne Sonograafia	9,59		1.01.1998	30.06.2003	P	UURINGUD JA PROTSEDUURID	13				
6002	000000000000006002	Vaginaalne Või Rektaalne Sonograafia	10,10		1.07.2003	31.12.2004	P	UURINGUD JA PROTSEDUURID	13				
6002	000000000000006002	Vaginaalne Või Rektaalne Sonograafia	11,12		1.01.2005	31.12.2005	P	UURINGUD JA PROTSEDUURID	13				
6002	000000000000006002	Vaginaalne Või Rektaalne Sonograafia	11,12		1.01.2006	31.12.2006	P	UURINGUD JA PROTSEDUURID	13				
6002	000000000000006002	Vaginaalne Või Rektaalne Sonograafia	11,38		1.01.2007	31.12.2007	P	UURINGUD JA PROTSEDUURID	13				
6002	000000000000006002	Vaginaalne Või Rektaalne Sonograafia	11,70		1.01.2008	30.06.2009	P	UURINGUD JA PROTSEDUURID	13				
6003	000000000000006003	Pindmiste Kudede Ultraheliuuring	6,26		1.02.1999	30.06.2003	P	UURINGUD JA PROTSEDUURID	13				
6003	000000000000006003	Pindmiste Kudede Ultraheliuuring	6,65		1.07.2003	31.12.2004	P	UURINGUD JA PROTSEDUURID	13				
6003	000000000000006003	Pindmiste Kudede Ultraheliuuring	7,29		1.01.2005	31.12.2005	P	UURINGUD JA PROTSEDUURID	13				
6003	000000000000006003	Pindmiste Kudede Ultraheliuuring	7,29		1.01.2006	31.12.2006	P	UURINGUD JA PROTSEDUURID	13				
6003	000000000000006003	Pindmiste Kudede Ultraheliuuring	7,48		1.01.2007	31.12.2007	P	UURINGUD JA PROTSEDUURID	13				
6003	000000000000006003	Pindmiste Kudede Ultraheliuuring	7,73		1.01.2008	30.06.2009	P	UURINGUD JA PROTSEDUURID	13				
6004	000000000000006004	Silma ultraheliuuring	6,84		1.01.1998	30.06.2003		UURINGUD JA PROTSEDUURID	13				
6004	000000000000006004	Silma ultraheliuuring	7,22		1.07.2003	31.12.2004		UURINGUD JA PROTSEDUURID	13				
6004	000000000000006004	Silma ultraheliuuring	7,93		1.01.2005	31.12.2005		UURINGUD JA PROTSEDUURID	13				
6004	000000000000006004	Silma ultraheliuuring	7,93		1.01.2006	31.12.2006		UURINGUD JA PROTSEDUURID	13				
6004	000000000000006004	Silma ultraheliuuring	7,99		1.01.2007	31.12.2007		UURINGUD JA PROTSEDUURID	13				
6004	000000000000006004	Silma ultraheliuuring	8,05		1.01.2008	30.06.2009		UURINGUD JA PROTSEDUURID	13				
6004	000000000000006004	Silma ultraheliuuring	11,82		1.07.2009	31.12.2010		UURINGUD JA PROTSEDUURID	13				
6004	000000000000006004	Silma ultraheliuuring	11,73		1.01.2011	28.02.2013		UURINGUD JA PROTSEDUURID	13				
6004	000000000000006004	Silma ultraheliuuring	12,32		1.03.2013	31.12.2013		UURINGUD JA PROTSEDUURID	13				
6004	000000000000006004	Silma ultraheliuuring	13,11		1.01.2014	31.12.2014		UURINGUD JA PROTSEDUURID	13				
6004	000000000000006004	Silma ultraheliuuring	14,30		1.01.2015	31.12.2015		UURINGUD JA PROTSEDUURID	13				
6004	000000000000006004	Silma ultraheliuuring	15,49		1.01.2016	31.12.2016		UURINGUD JA PROTSEDUURID	13				
6004	000000000000006004	Silma ultraheliuuring	15,02		1.01.2017	31.03.2017		UURINGUD JA PROTSEDUURID	13				
6004	000000000000006004	Silma ultraheliuuring	16,04		1.04.2017	31.03.2018		UURINGUD JA PROTSEDUURID	13				
6004	000000000000006004	Silma ultraheliuuring	17,42		1.04.2018	31.12.2018		UURINGUD JA PROTSEDUURID	13				
6004	000000000000006004	Silma ultraheliuuring	18,00		1.01.2019	31.03.2019		UURINGUD JA PROTSEDUURID	13				
6004	000000000000006004	Silma ultraheliuuring	19,41		1.04.2019			UURINGUD JA PROTSEDUURID	13				
6005	000000000000006005	Ultraheli Doppleri Uuring Kõhukoopast	11,70		1.01.1998	30.06.2003		UURINGUD JA PROTSEDUURID	13				
6005	000000000000006005	Ultraheli Doppleri Uuring Kõhukoopast	12,33		1.07.2003	31.12.2004		UURINGUD JA PROTSEDUURID	13				
6005	000000000000006005	Ultraheli Doppleri Uuring Kõhukoopast	13,55		1.01.2005	31.12.2005		UURINGUD JA PROTSEDUURID	13				
6005	000000000000006005	Ultraheli Doppleri Uuring Kõhukoopast	13,55		1.01.2006	31.12.2006		UURINGUD JA PROTSEDUURID	13				
6005	000000000000006005	Ultraheli Doppleri Uuring Kõhukoopast	13,74		1.01.2007	31.12.2007		UURINGUD JA PROTSEDUURID	13				
6005	000000000000006005	Ultraheli Doppleri Uuring Kõhukoopast	14,00		1.01.2008	30.06.2009		UURINGUD JA PROTSEDUURID	13				
6006	000000000000006006	Ultraheli Doppleri Uuring Veresoontele	11,82		1.01.1998	30.06.2003		UURINGUD JA PROTSEDUURID	13				
6006	000000000000006006	Ultraheli Doppleri Uuring Veresoontele	12,46		1.07.2003	31.12.2004		UURINGUD JA PROTSEDUURID	13				
6006	000000000000006006	Ultraheli Doppleri Uuring Veresoontele	13,74		1.01.2005	31.12.2005		UURINGUD JA PROTSEDUURID	13				
6006	000000000000006006	Ultraheli Doppleri Uuring Veresoontele	13,74		1.01.2006	31.12.2006		UURINGUD JA PROTSEDUURID	13				
6006	000000000000006006	Ultraheli Doppleri Uuring Veresoontele	13,93		1.01.2007	31.12.2007	P	UURINGUD JA PROTSEDUURID	13				
6006	000000000000006006	Ultraheli Doppleri Uuring Veresoontele	14,19		1.01.2008	30.06.2009	P	UURINGUD JA PROTSEDUURID	13				
6007	000000000000006007	Ultraheliuuring Koos Punktsiooniga	30,81		1.01.1998	30.06.2003		UURINGUD JA PROTSEDUURID	13				
6007	000000000000006007	Ultraheliuuring Koos Punktsiooniga	32,47		1.07.2003	31.12.2004		UURINGUD JA PROTSEDUURID	13				
6007	000000000000006007	Ultraheliuuring Koos Punktsiooniga	35,73		1.01.2005	31.12.2005		UURINGUD JA PROTSEDUURID	13				
6007	000000000000006007	Ultraheliuuring Koos Punktsiooniga	35,73		1.01.2006	31.12.2006		UURINGUD JA PROTSEDUURID	13				
6007	000000000000006007	Ultraheliuuring Koos Punktsiooniga	36,56		1.01.2007	31.12.2007		UURINGUD JA PROTSEDUURID	13				
6007	000000000000006007	Ultraheliuuring Koos Punktsiooniga	37,64		1.01.2008	30.06.2009		UURINGUD JA PROTSEDUURID	13				
6008	000000000000006008	Ultraheli Abil Tehtav Transkutaanne Dren	92,93		1.01.1998	30.06.2003		UURINGUD JA PROTSEDUURID	13				
6008	000000000000006008	Ultraheli Abil Tehtav Transkutaanne Dren	97,98		1.07.2003	31.12.2004		UURINGUD JA PROTSEDUURID	13				
6008	000000000000006008	Ultraheli Abil Tehtav Transkutaanne Dren	107,76		1.01.2005	31.12.2005		UURINGUD JA PROTSEDUURID	13				
6008	000000000000006008	Ultraheli Abil Tehtav Transkutaanne Dren	107,76		1.01.2006	31.12.2006		UURINGUD JA PROTSEDUURID	13				
6008	000000000000006008	Ultraheli Abil Tehtav Transkutaanne Dren	111,14		1.01.2007	31.12.2007		UURINGUD JA PROTSEDUURID	13				
6008	000000000000006008	Ultraheli Abil Tehtav Transkutaanne Dren	115,68		1.01.2008	30.06.2009		UURINGUD JA PROTSEDUURID	13				
6009	000000000000006009	Rinnanäärme Ultraheliuuring	6,71		1.02.1999	30.06.2003	P	UURINGUD JA PROTSEDUURID	13				
6009	000000000000006009	Rinnanäärme Ultraheliuuring	7,09		1.07.2003	31.12.2004	P	UURINGUD JA PROTSEDUURID	13				
6009	000000000000006009	Rinnanäärme Ultraheliuuring	7,80		1.01.2005	31.12.2005	P	UURINGUD JA PROTSEDUURID	13				
6009	000000000000006009	Rinnanäärme Ultraheliuuring	7,80		1.01.2006	31.12.2006	P	UURINGUD JA PROTSEDUURID	13				
6009	000000000000006009	Rinnanäärme Ultraheliuuring	7,99		1.01.2007	31.12.2007	P	UURINGUD JA PROTSEDUURID	13				
6009	000000000000006009	Rinnanäärme Ultraheliuuring	8,24		1.01.2008	30.06.2009	P	UURINGUD JA PROTSEDUURID	13				
6010	000000000000006010	Vaagnapiirkonna Ultraheliuuring Naistel	6,39		1.02.1999	30.06.2003	P	UURINGUD JA PROTSEDUURID	13				
6010	000000000000006010	Vaagnapiirkonna Ultraheliuuring Naistel	6,77		1.07.2003	31.12.2004	P	UURINGUD JA PROTSEDUURID	13				
6010	000000000000006010	Vaagnapiirkonna Ultraheliuuring Naistel	7,48		1.01.2005	31.12.2005	P	UURINGUD JA PROTSEDUURID	13				
6010	000000000000006010	Vaagnapiirkonna Ultraheliuuring Naistel	7,48		1.01.2006	31.12.2006	P	UURINGUD JA PROTSEDUURID	13				
6010	000000000000006010	Vaagnapiirkonna Ultraheliuuring Naistel	7,67		1.01.2007	31.12.2007	P	UURINGUD JA PROTSEDUURID	13				
6010	000000000000006010	Vaagnapiirkonna Ultraheliuuring Naistel	7,93		1.01.2008	30.06.2009	P	UURINGUD JA PROTSEDUURID	13				
6012	000000000000006012	Kilpnäärme Ultraheliuuring	6,26		1.02.1999	30.06.2003	P	UURINGUD JA PROTSEDUURID	13				
6012	000000000000006012	Kilpnäärme Ultraheliuuring	6,65		1.07.2003	31.12.2004	P	UURINGUD JA PROTSEDUURID	13				
6012	000000000000006012	Kilpnäärme Ultraheliuuring	7,29		1.01.2005	31.12.2005	P	UURINGUD JA PROTSEDUURID	13				
6012	000000000000006012	Kilpnäärme Ultraheliuuring	7,29		1.01.2006	31.12.2006	P	UURINGUD JA PROTSEDUURID	13				
6012	000000000000006012	Kilpnäärme Ultraheliuuring	9,01		1.01.2007	31.12.2007	P	UURINGUD JA PROTSEDUURID	13				
6012	000000000000006012	Kilpnäärme Ultraheliuuring	10,80		1.01.2008	30.06.2009	P	UURINGUD JA PROTSEDUURID	13				
6013	000000000000006013	Aju Ultraheliuuring	6,52		1.02.1999	30.06.2003		UURINGUD JA PROTSEDUURID	13				
6013	000000000000006013	Aju Ultraheliuuring	6,90		1.07.2003	31.12.2004		UURINGUD JA PROTSEDUURID	13				
6013	000000000000006013	Aju Ultraheliuuring	7,61		1.01.2005	31.12.2005		UURINGUD JA PROTSEDUURID	13				
6013	000000000000006013	Aju Ultraheliuuring	7,61		1.01.2006	31.12.2006		UURINGUD JA PROTSEDUURID	13				
6013	000000000000006013	Aju Ultraheliuuring	7,80		1.01.2007	31.12.2007		UURINGUD JA PROTSEDUURID	13				
6013	000000000000006013	Aju Ultraheliuuring	8,05		1.01.2008	30.06.2009		UURINGUD JA PROTSEDUURID	13				
6014	000000000000006014	Mittetransporditava Haige Ultraheliuurin	9,97		1.02.1999	30.06.2003		UURINGUD JA PROTSEDUURID	13				
6014	000000000000006014	Mittetransporditava Haige Ultraheliuurin	10,55		1.07.2003	31.12.2004		UURINGUD JA PROTSEDUURID	13				
6014	000000000000006014	Mittetransporditava Haige Ultraheliuurin	11,63		1.01.2005	31.12.2005		UURINGUD JA PROTSEDUURID	13				
6014	000000000000006014	Mittetransporditava Haige Ultraheliuurin	11,63		1.01.2006	31.12.2006		UURINGUD JA PROTSEDUURID	13				
6014	000000000000006014	Mittetransporditava Haige Ultraheliuurin	11,89		1.01.2007	31.12.2007		UURINGUD JA PROTSEDUURID	13				
6014	000000000000006014	Mittetransporditava Haige Ultraheliuurin	12,21		1.01.2008	30.06.2009		UURINGUD JA PROTSEDUURID	13				
6015	000000000000006015	Vaginaalne Ultraheliuuring Emakaõõne Kon	18,21		1.02.1999	30.06.2003		UURINGUD JA PROTSEDUURID	13				
6015	000000000000006015	Vaginaalne Ultraheliuuring Emakaõõne Kon	19,17		1.07.2003	31.12.2004		UURINGUD JA PROTSEDUURID	13				
6015	000000000000006015	Vaginaalne Ultraheliuuring Emakaõõne Kon	21,09		1.01.2005	31.12.2005		UURINGUD JA PROTSEDUURID	13				
6015	000000000000006015	Vaginaalne Ultraheliuuring Emakaõõne Kon	21,09		1.01.2006	31.12.2006		UURINGUD JA PROTSEDUURID	13				
6015	000000000000006015	Vaginaalne Ultraheliuuring Emakaõõne Kon	21,35		1.01.2007	31.12.2007		UURINGUD JA PROTSEDUURID	13				
6015	000000000000006015	Vaginaalne Ultraheliuuring Emakaõõne Kon	21,67		1.01.2008	30.06.2009		UURINGUD JA PROTSEDUURID	13				
6016	000000000000006016	Vaginaalne Ultraheliuuring Emakaõõne Ja	59,89		1.02.1999	30.06.2003		UURINGUD JA PROTSEDUURID	13				
6016	000000000000006016	Vaginaalne Ultraheliuuring Emakaõõne Ja	63,14		1.07.2003	31.12.2004		UURINGUD JA PROTSEDUURID	13				
6016	000000000000006016	Vaginaalne Ultraheliuuring Emakaõõne Ja	69,47		1.01.2005	31.12.2005		UURINGUD JA PROTSEDUURID	13				
6016	000000000000006016	Vaginaalne Ultraheliuuring Emakaõõne Ja	69,47		1.01.2006	31.12.2006		UURINGUD JA PROTSEDUURID	13				
6016	000000000000006016	Vaginaalne Ultraheliuuring Emakaõõne Ja	70,94		1.01.2007	30.06.2009		UURINGUD JA PROTSEDUURID	13				
6051	000000000000006051	Röntgenoskoopia Abil Tehtavad Transkutaa	108,07		1.01.1998	30.06.2003	H	UURINGUD JA PROTSEDUURID	13				
6051	000000000000006051	Röntgenoskoopia Abil Tehtavad Transkutaa	114,02		1.07.2003	31.12.2004	H	UURINGUD JA PROTSEDUURID	13				
6051	000000000000006051	Röntgenoskoopia Abil Tehtavad Transkutaa	125,39		1.01.2005	31.12.2005	H	UURINGUD JA PROTSEDUURID	13				
6051	000000000000006051	Röntgenoskoopia Abil Tehtavad Transkutaa	125,39		1.01.2006	31.12.2006	H	UURINGUD JA PROTSEDUURID	13				
6051	000000000000006051	Röntgenoskoopia Abil Tehtavad Transkutaa	129,48		1.01.2007	30.06.2009		UURINGUD JA PROTSEDUURID	13				
6052	000000000000006052	Röntgeni Abil Tehtav Punktsioon Või Süst	32,08		1.02.1999	30.06.2003	H	UURINGUD JA PROTSEDUURID	13				
6052	000000000000006052	Röntgeni Abil Tehtav Punktsioon Või Süst	33,87		1.07.2003	31.12.2004	H	UURINGUD JA PROTSEDUURID	13				
6052	000000000000006052	Röntgeni Abil Tehtav Punktsioon Või Süst	37,26		1.01.2005	31.12.2005	H	UURINGUD JA PROTSEDUURID	13				
6052	000000000000006052	Röntgeni Abil Tehtav Punktsioon Või Süst	37,26		1.01.2006	31.12.2006	H	UURINGUD JA PROTSEDUURID	13				
6052	000000000000006052	Röntgeni Abil Tehtav Punktsioon Või Süst	38,16		1.01.2007	31.12.2007		UURINGUD JA PROTSEDUURID	13				
6052	000000000000006052	Röntgeni Abil Tehtav Punktsioon Või Süst	39,18		1.01.2008	30.06.2009	H	UURINGUD JA PROTSEDUURID	13				
6053	000000000000006053	Mrt Uuringul Kasutatava Kontrastaine Üks	82,32		1.01.1998	30.06.2003	H	UURINGUD JA PROTSEDUURID	13				
6053	000000000000006053	Mrt Uuringul Kasutatava Kontrastaine Üks	86,79		1.07.2003	31.12.2004	H	UURINGUD JA PROTSEDUURID	13				
6053	000000000000006053	Mrt Uuringul Kasutatava Kontrastaine Üks	95,48		1.01.2005	31.12.2005	H	UURINGUD JA PROTSEDUURID	13				
6053	000000000000006053	Mrt Uuringul Kasutatava Kontrastaine Üks	95,48		1.01.2006	31.12.2006	H	UURINGUD JA PROTSEDUURID	13				
6053	000000000000006053	Mrt Uuringul Kasutatava Kontrastaine Üks	97,47		1.01.2007	14.11.2009		UURINGUD JA PROTSEDUURID	13				
6054	000000000000006054	Nõrga Väljaga Mrt-Uuring Ühest Piirkonnast	56,05		1.01.1998	31.05.2002	H	UURINGUD JA PROTSEDUURID	13				
6054	000000000000006054	Nõrga Väljaga Mrt-Uuring Ühest Piirkonnast	76,95		1.06.2002	30.06.2003	H	UURINGUD JA PROTSEDUURID	13				
6054	000000000000006054	Nõrga Väljaga Mrt-Uuring Ühest Piirkonnast	81,17		1.07.2003	31.12.2004	H	UURINGUD JA PROTSEDUURID	13				
6054	000000000000006054	Nõrga Väljaga Mrt-Uuring Ühest Piirkonnast	89,28		1.01.2005	31.12.2005	H	UURINGUD JA PROTSEDUURID	13				
6054	000000000000006054	Nõrga Väljaga Mrt-Uuring Ühest Piirkonnast	89,28		1.01.2006	31.12.2006	H	UURINGUD JA PROTSEDUURID	13				
6054	000000000000006054	Nõrga Väljaga Mrt-Uuring Ühest Piirkonnast	91,39		1.01.2007	14.11.2009		UURINGUD JA PROTSEDUURID	13				
6055	000000000000006055	Tugeva Väljaga Mrt-Uuring Ühest Piirkonn	117,85		1.01.1998	31.05.2002	H	UURINGUD JA PROTSEDUURID	13				
6055	000000000000006055	Tugeva Väljaga Mrt-Uuring Ühest Piirkonn	156,20		1.06.2002	30.06.2003	H	UURINGUD JA PROTSEDUURID	13				
6055	000000000000006055	Tugeva Väljaga Mrt-Uuring Ühest Piirkonn	164,64		1.07.2003	31.12.2004	H	UURINGUD JA PROTSEDUURID	13				
6055	000000000000006055	Tugeva Väljaga Mrt-Uuring Ühest Piirkonn	181,13		1.01.2005	31.12.2005	H	UURINGUD JA PROTSEDUURID	13				
6055	000000000000006055	Tugeva Väljaga Mrt-Uuring Ühest Piirkonn	181,13		1.01.2006	31.12.2006	H	UURINGUD JA PROTSEDUURID	13				
6055	000000000000006055	Tugeva Väljaga Mrt-Uuring Ühest Piirkonn	185,86		1.01.2007	14.11.2009		UURINGUD JA PROTSEDUURID	13				
6056	000000000000006056	Kompuutertomograafia (Pea Uuring)	24,93		1.01.1998	30.06.2003	H	UURINGUD JA PROTSEDUURID	13				
6056	000000000000006056	Kompuutertomograafia (Pea Uuring)	26,27		1.07.2003	31.12.2004	H	UURINGUD JA PROTSEDUURID	13				
